text,sentiment,positive_score,negative_score,positive_fuzzy_Low,positive_fuzzy_Medium,positive_fuzzy_High,negative_fuzzy_Low,negative_fuzzy_Medium,negative_fuzzy_High,fuzzy_output,defuzzified_value,final_sentiment
i mean i m down with notre dame if i have to it s a good school i d be closer to dan i d enjoy it,1,0.289,0.0,0.0,0.8061918371083064,0.1938081628916937,0.0,0.0,0.0,0.0,5.836671673676077,Neutral
i can t watch tv without a tivo and after all the ise years the time warner dvr still sucks,0,0.0,0.135,0.0,0.0,0.0,0.13627331295723683,0.8637266870427631,0.0,0.0,1.6700066800267208,Negativo
i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,1,0.259,0.0,0.0,0.8500066108641926,0.14999338913580754,0.0,0.0,0.0,0.0,5.836671673676084,Neutral
i still love my kindle but reading the new york times on it does not feel natural i miss the bloomingdale ads,0,0.178,0.111,0.0,0.9683065000050854,0.03169349999491472,0.28982472398706144,0.7101752760129386,0.0,0.4286643557915935,5.273206148293308,Neutral
i love my kindle no more stacks of books to trip over on the way to the loo,1,0.196,0.103,0.0,0.9420176357515537,0.05798236424844647,0.3410085276636697,0.6589914723363304,0.0,0.5950117177405703,5.30774639440771,Neutral
although today s keynote rocked for every great announcement at amp t shit on us just a little bit more,0,0.181,0.159,0.0,0.9639250226294966,0.03607497737050335,0.0,0.9960558567171466,0.003944143282853468,0.14075546011067244,4.974477520336611,Neutral
it is not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it,0,0.0,0.084,0.0,0.0,0.0,0.462570061395614,0.5374299386043859,0.0,0.0,1.6700066800267208,Negativo
fuzzball is more fun than at amp t p,0,0.375,0.0,0.0,0.6805894856747658,0.3194105143252342,0.0,0.0,0.0,0.0,5.836671673676082,Neutral
today is a good day to dislike at amp t vote out of office indeed,0,0.176,0.158,0.0,0.9712274849221445,0.02877251507785564,0.0,0.9975163491756761,0.0024836508243239264,0.11516355827236834,4.980505728497507,Neutral
got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave,1,0.241,0.089,0.0,0.8762954751177243,0.12370452488227578,0.43058018409773396,0.569419815902266,0.0,0.569419815902266,5.358471779239735,Neutral
looks like summize has gone down too many tweets from wwdc perhaps,0,0.185,0.0,0.0,0.9580830527953785,0.04191694720462152,0.0,0.0,0.0,0.0,5.836671673676074,Neutral
thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen,1,0.658,0.0,0.0,0.2672701199109058,0.7327298800890943,0.0,0.0,0.0,0.0,6.897793641560218,Positivo
man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please,0,0.215,0.099,0.0,0.9142682790394924,0.08573172096050773,0.3666004295019737,0.6333995704980263,0.0,0.6333995704980263,5.314642184940329,Neutral
i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky,1,0.301,0.0,0.0,0.788665927605952,0.21133407239404822,0.0,0.0,0.0,0.0,5.8366716736760775,Neutral
the kindle seems the best ereader but will it work in the uk and where can i get one,1,0.133,0.0,0.14906926387638889,0.8509307361236111,0.0,0.0,0.0,0.0,0.0,5.836671673676073,Neutral
i have a google addiction thank you for pointing that out hahaha,1,0.433,0.0,0.0,0.5958809230800525,0.4041190769199476,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me,0,0.339,0.194,0.0,0.7331672141818294,0.2668327858181708,0.0,0.9449386206686128,0.05506137933138739,0.7331672141818294,4.739121323327301,Neutral
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,1,0.302,0.0,0.0,0.7872054351474222,0.21279456485257775,0.0,0.0,0.0,0.0,5.836671673676077,Neutral
gonna go see bobby flay moro at shoreline eat and drink gonna be good,1,0.182,0.0,0.0,0.9624645301709672,0.03753546982903289,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
can t wait for the great american food and music festival at shoreline tomorrow m katz pastrami and bobby flay yes please,1,0.435,0.0,0.0,0.5929599381629934,0.40704006183700664,0.0,0.0,0.0,0.0,5.836671673676084,Neutral
my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today,1,0.115,0.083,0.2642328221487573,0.7357671778512427,0.0,0.46896803685519006,0.5310319631448099,0.0,0.2642328221487573,5.285115337288214,Neutral
fighting with latex again,0,0.0,0.455,0.0,0.0,0.0,0.0,0.5637500889924026,0.43624991100759747,0.0,1.6700066800267224,Negativo
we love you too and don t want you to die latex the devil,0,0.241,0.364,0.0,0.8762954751177243,0.12370452488227578,0.0,0.6966549027185908,0.30334509728140924,0.0,5.210584941336328,Neutral
hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more,0,0.071,0.08,0.5457437423701024,0.4542562576298976,0.0,0.48816196323391814,0.5118380367660819,0.0,0.0,4.885988768977841,Neutral
shit s hitting the fan in iran craziness indeed iranelection,0,0.159,0.428,0.0,0.9960558567171466,0.003944143282853468,0.0,0.6031833853727002,0.39681661462729984,0.0,5.403404769014622,Neutral
monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop,0,0.383,0.148,0.0,0.6689055460065295,0.33109445399347054,0.053099631982748634,0.9469003680172514,0.0,0.6689055460065295,4.6304593942362,Neutral
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,1,0.358,0.0,0.0,0.705417857469768,0.294582142530232,0.0,0.0,0.0,0.0,5.836671673676082,Neutral
i lam so in love with bobby flay he is my favorite rt you need a place in phoenix we have great peppers here,1,0.379,0.0,0.0,0.6747475158406477,0.3252524841593524,0.0,0.0,0.0,0.0,5.836671673676077,Neutral
i just created my first latex file from scratch that didn t work out very well see it s a great time waster,0,0.347,0.0,0.0,0.7214832745135931,0.27851672548640705,0.0,0.0,0.0,0.0,5.836671673676073,Neutral
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,1,0.307,0.0,0.0,0.7799029728547747,0.22009702714522547,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
after using latex a lot any other typeset mathematics just looks hideous,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
on that note i hate word i hate pages i hate latex there i said it i hate latex all you texn rds can come kill me now,0,0.0,0.52,0.0,0.0,0.0,0.0,0.46881807918798246,0.5311819208120176,0.0,1.6700066800267215,Negativo
ah back in a real text editing environment i lt latex,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
trouble in iran i see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,0,0.0,0.213,0.0,0.0,0.0,0.0,0.9171892639565514,0.08281073604344864,0.0,1.6700066800267195,Negativo
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,0,0.0,0.353,0.0,0.0,0.0,0.0,0.7127203197624158,0.2872796802375843,0.0,1.6700066800267184,Negativo
